Run ID,Name,Source Type,Source Name,User,Status,algo_desc,dataset,lag,loadings,model_name,model_names,n_samples_test,n_samples_total,n_samples_train,n_samples_train_test,test_ratio,validation_ratio,mae,mae_insample,rmse,rmse_insample,rsq,rsq_insample
f26b2e6a8d1b41548626d6631f8c8a6b,,,,unknown,FINISHED,ens_level1,comb_data_rev8.RDS,300,"6.74908,4.14138,3.38822,8.65193,0.25778,1.23898,2.38443,1.08196",models/ens_level1_f9e6c40,"cubist_level0_b2caff6_1.rds,cubist_level0_b2caff6_3.rds,rf_level0_cc50409_1.rds,rf_level0_cc50409_2.rds,rf_level0_cc50409_3.rds,xgboost_level0_9dc6cbe_1.rds,xgboost_level0_9dc6cbe_2.rds,xgboost_level0_9dc6cbe_3.rds",152846,238823,152846,191058,0.8,0.8,237.207390694751,237.207390694751,341.230607761098,341.230607761098,0.934498920458168,0.934498920458168
