Run ID,Name,Source Type,Source Name,User,Status,algo_desc,cv_n_folds,dataset,dist_power,features,n_samples_cv,n_samples_single,neighbors,train_test_split_ratio,weight_func,mae,mae_insample,mae_mean_cv,mae_sd_cv,rmse,rmse_insample,rmse_mean_cv,rmse_sd_cv,rsq,rsq_insample,rsq_mean_cv,rsq_sd_cv
6087116e14774a3ebe390a3b0257e428,,,,unknown,FINISHED,knn_feat,4,comb_data_rev3.RDS,10,"0_wind_speed_ms,0_temp_c,1_wind_speed_ms,1_temp_c,2_wind_speed_ms,2_temp_c,3_wind_speed_ms,3_temp_c,4_wind_speed_ms,4_temp_c,5_temp_c,6_temp_c,7_temp_c,8_temp_c,9_temp_c,0_wind,1_wind,2_wind,3_wind,4_wind,Wind,Time_half,Time_quarter,Time_month,Time_hour,Time_week",10000,10000,10,0.2,optimal,700.880917965239,14.2839990682668,606.326251061397,97.1080971297887,890.682207467637,23.4434441622837,754.687805227065,157.10796454123,0.371087540356007,0.999560590144291,0.584889909664124,0.101747390043875
6c28d087fdc4470a8b0f19b3ccbb328f,,,,unknown,RUNNING,knn_feat,4,comb_data_rev3.RDS,10,"0_wind_speed_ms,0_temp_c,1_wind_speed_ms,1_temp_c,2_wind_speed_ms,2_temp_c,3_wind_speed_ms,3_temp_c,4_wind_speed_ms,4_temp_c,5_temp_c,6_temp_c,7_temp_c,8_temp_c,9_temp_c,0_wind,1_wind,2_wind,3_wind,4_wind,Wind,Time_half,Time_quarter,Time_month,Time_hour,Time_week",10000,10000,50,0.2,optimal,692.381656085919,95.7627579669856,563.036884270456,80.5206780147266,858.25055690326,140.40059690931,705.439979668252,133.588908110769,0.364218220249465,0.985377573552985,0.627891670294091,0.107908416294303
