Run ID,Name,Source Type,Source Name,User,Status,learn_rate,mtry,sample_size,tree_depth,mae,r2,rmse
13991ba21d974bfba5173a4bec8573d1,,,,unknown,FINISHED,0.0580243367048302,88,0.67659,3,446.252105712891,0.76458053290844,555.709823608398
e3d56859858b4eca9989a4337a46cf08,,,,unknown,FINISHED,0.0956235518446494,88,0.67659,3,435.439247131348,0.774539440870285,542.410568237305
2c5c3a5d2a7844a2b5d0435144bab77e,,,,unknown,FINISHED,0.05500113599029,88,0.67659,3,445.113754272461,0.765917256474495,554.231506347656
496af689974c41e9a0dfbaaa6c6a5bcb,,,,unknown,FINISHED,0.0332454604701474,88,0.67659,3,444.22240447998,0.766795754432678,554.587783813477
fd8465fa368748a7aa4f303fbe8cd696,,,,unknown,FINISHED,0.0699132774633644,88,0.67659,3,435.763740539551,0.774071261286736,544.581924438477
7dde46a0d40c4526b38bd71b499cb9e2,,,,unknown,FINISHED,0.00396335949677533,88,0.67659,3,514.441925048828,0.70071904361248,630.274475097656
272cf8ce67ff4053ae4b4b2afd38a0da,,,,unknown,FINISHED,0.0719103851372782,88,0.67659,3,440.099830627441,0.769850209355354,549.166458129883
87b0c0c466ff4e2ba374c9c156d56dde,,,,unknown,FINISHED,0.0446015668731765,88,0.67659,3,437.339401245117,0.772621840238571,546.516082763672
c019f03fb7384230a1e3de782da2840b,,,,unknown,FINISHED,0.0861336426235942,88,0.67659,3,437.327087402344,0.769257426261902,548.161521911621
929eb68f7e4041569aced838a215e1dd,,,,unknown,FINISHED,0.0642369074756375,88,0.67659,3,442.919357299805,0.76823478937149,553.059234619141
0079a0ecd2b545bfa00ff0d581d7f6ae,,,,unknown,FINISHED,0.0167578523237745,88,0.67659,3,439.382415771484,0.768381908535957,550.493881225586
10820791f8b249f3b81d328efb5c88ac,,,,unknown,FINISHED,0.0937085854818029,88,0.67659,3,443.085243225098,0.764481857419014,554.896820068359
9398857b80aa4358ba91504e3e816e2a,,,,unknown,FINISHED,0.0157010537682019,88,0.67659,3,440.106346130371,0.767999321222305,551.610931396484
0f1f6720d9d6462f88ff1daa95e222f7,,,,unknown,FINISHED,0.0841708750547325,88,0.67659,3,445.708633422852,0.765580967068672,554.232940673828
d1632f3986b542d498584eb631be8048,,,,unknown,FINISHED,0.0275634911243038,88,0.67659,3,439.343414306641,0.769588425755501,549.754379272461
774df7d2f79941f481f410b1ab2a2c4a,,,,unknown,FINISHED,0.0364940944122521,88,0.67659,3,438.700614929199,0.768855810165405,550.042770385742
ff4fbbd84f12406094ad1f00dfb6e63a,,,,unknown,FINISHED,0.0770159289671333,88,0.67659,3,439.760765075684,0.771103739738464,548.64208984375
cc8f251d2c0444d9a502a86c2502cb14,,,,unknown,FINISHED,0.0102375719215859,88,0.67659,3,462.977043151855,0.74427604675293,572.631469726562
50f30543b3014b57acbcd705801387e8,,,,unknown,FINISHED,0.047728754844011,88,0.67659,3,441.302604675293,0.769623905420303,551.096771240234
19299ea700c949e3877ab5bcf2dfe3b6,,,,unknown,FINISHED,0.0222415842439803,88,0.67659,3,441.663612365723,0.768111601471901,552.944763183594
cd8753061988428b840ae721e5a0d65e,,,,unknown,FINISHED,0.349842006624745,88,0.67659,3,461.718643188477,0.750938728451729,574.235549926758
4a6c82504f2c48259340d10d81b0b8ca,,,,unknown,FINISHED,0.573918137255991,88,0.67659,3,477.205413818359,0.731452330946922,589.259124755859
3b69614d60a0438db6656de6feb3ac94,,,,unknown,FINISHED,0.331824951861324,88,0.67659,3,448.125602722168,0.762700095772743,561.640319824219
cff9dbeda13547d2b16e47f132466ff3,,,,unknown,FINISHED,0.202169915933202,88,0.67659,3,443.989410400391,0.763897314667702,554.257629394531
4f43c9b61c8c4aa190987fb0364fb92b,,,,unknown,FINISHED,0.420695289933182,88,0.67659,3,452.664962768555,0.753434777259827,569.284133911133
6892886a80b94dc0a9c0862a582f6b00,,,,unknown,FINISHED,0.0276604252838126,88,0.67659,3,436.696578979492,0.772747039794922,545.787017822266
eaec105b35364f8b926dee9c9a4db064,,,,unknown,FINISHED,0.432597244757516,88,0.67659,3,457.933380126953,0.744543805718422,585.471771240234
158a5fe8a35547ffbcaedc6dc67447ba,,,,unknown,FINISHED,0.269847721769436,88,0.67659,3,444.443557739258,0.760375425219536,562.786010742188
4cba2c1143a440a7b1c2bbdc57dc4e0f,,,,unknown,FINISHED,0.517362112605258,88,0.67659,3,452.528999328613,0.757576733827591,570.979843139648
8440dd2b7f5f4a72b8707be314efa7f3,,,,unknown,FINISHED,0.386866418289153,88,0.67659,3,471.343544006348,0.735853895545006,591.884429931641
ff5457387d20400089cb7d3acc4f5bda,,,,unknown,FINISHED,0.103910433040676,88,0.67659,3,437.605522155762,0.77055948972702,548.530792236328
06d56a63cc15415ca3295b296eb47880,,,,unknown,FINISHED,0.562505711457209,88,0.67659,3,484.357269287109,0.725054040551186,602.042373657227
a89ed26053bf49db9b12d4605d371404,,,,unknown,FINISHED,0.0976123406387788,88,0.67659,3,440.644203186035,0.770622566342354,550.476905822754
bbd641dfb710430db11524d55c615215,,,,unknown,FINISHED,0.505664810932244,88,0.67659,3,483.253051757812,0.730356886982918,601.216720581055
d26e960e1ce8420992e1bbbd72699656,,,,unknown,FINISHED,0.168307674377164,88,0.67659,3,448.625854492188,0.760105565190315,558.643783569336
f950ce8caf7843cc9a47ef108c7d4a41,,,,unknown,FINISHED,0.221530461648775,88,0.67659,3,446.005233764648,0.761822104454041,558.549163818359
80c68edfcf1e485a89d6853aacd1291d,,,,unknown,FINISHED,0.463024223137461,88,0.67659,3,459.602325439453,0.74633900821209,579.847503662109
ab3ef68f107c4e0da20812b1d79c356a,,,,unknown,FINISHED,0.0650521963003606,88,0.67659,3,437.654388427734,0.772660195827484,545.459228515625
ecff7139d39a41fc96db3d3df44d595f,,,,unknown,FINISHED,0.288484498565318,88,0.67659,3,430.078872680664,0.776596769690514,540.330444335938
f2efe64f7ed04973a48562d326e9ddc0,,,,unknown,FINISHED,0.136591259635842,88,0.67659,3,445.231323242188,0.762114092707634,558.112319946289
e31bb3bc66ea42baa9a18aad0e3d587a,,,,unknown,FINISHED,0.388001700529445,88,0.67659,3,464.749031066895,0.748851135373116,577.981079101562
ae038cc799684c03bf0661d3765ced4a,,,,unknown,FINISHED,0.577896726488128,88,0.67659,3,484.223983764648,0.723445132374763,606.001907348633
504fcc1a32e34ffe96513898c327938c,,,,unknown,FINISHED,0.37273301005197,88,0.67659,3,465.269737243652,0.744451642036438,583.491455078125
c4e1a168e18744f888421254d9646c25,,,,unknown,FINISHED,0.26285586096034,88,0.67659,3,435.280113220215,0.773381546139717,545.76197052002
c7be7a9adf2949408aab0418dd64fea1,,,,unknown,FINISHED,0.448046855875578,88,0.67659,3,456.273719787598,0.748563081026077,578.917541503906
08f47fc93b744f2e9c9e4df1f5aa0cfb,,,,unknown,FINISHED,0.114966462104926,88,0.67659,3,438.18270111084,0.771556302905083,546.119125366211
